Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,biaoqian,class
KMT2C,0.0,48.0,0.0,12.0,120.0,42.0,7.0,1.0,14.0,917.0,229.0,1.0,0.0,260.0,38.0,1.0,151.0,50.0,0.0,1489.0,0.0,1072,6.681498285286242,2.68894983812042,17.995766598916138,9.269126679149418,0.04857967,0.0372113,0.0963817,0.030355344,-0.08704412,0.031790465,0.4439186536272007,0.0288399977075919,7.0,151832012.0,152133090.0,261374.9,616.0,4.499733e-06,0.3962425,0.01604219,8.0,56.86486,96.7027,0.919869,162.6262,22.88852,42.07769,1.7e-05,20.0,4.7011494252873565,1,1
KMT2D,0.0,43.0,0.0,0.0,223.0,60.0,19.0,2.0,2.0,852.0,243.0,0.0,0.0,337.0,45.0,0.0,260.0,63.0,0.0,1503.0,0.0,1139,6.681498285286242,2.68894983812042,20.7558655607483,7.74819284958946,0.016868286,0.01695199,0.054288406,0.0124347815,-0.061577696,0.01733426,0.4439186536272007,0.0288399977075919,12.0,49412762.0,49449107.0,1770671.0,214.0,2.369912e-06,0.52782,0.06520138,27.0,49.75676,93.86486,0.9411928,88.8918,8.642623,56.87971,1.67e-05,26.0,3.5562130177514795,1,1
KRAS,35.0,24.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,832.0,3.0,0.0,0.0,22.0,0.0,0.0,10.0,8.0,0.0,903.0,0.0,832,6.681498285286242,2.68894983812042,17.983675579592568,9.002815015607053,0.05009079,0.0613431,0.09805738,0.07162861,-0.062237162,0.01925551,0.236074447,0.003415085,12.0,25358180.0,25403854.0,259193.5,512.0,3.5557170000000004e-06,0.37867,0.0163317999999999,7.0,116.5405,95.45946,0.8833976999999998,104.9016,6.898361,33.15977,0.000268849,37.0,36.43478260869565,1,1
KRT222,0.0,7.0,0.0,2.0,8.0,1.0,1.0,0.0,0.0,56.0,7.0,0.0,0.0,9.0,2.0,0.0,9.0,1.0,0.0,83.0,0.0,80,6.681498285286242,2.68894983812042,19.863189757453547,8.076815597050832,0.0050891773,0.03535568,0.06340197,0.02799961,-0.09752365,0.03179019,0.4439186536272007,0.0288399977075919,17.0,38811872.0,38821416.0,953708.1,269.0,2.480921e-06,0.4082699999999999,0.01313695,25.0,49.32432,92.32432,0.8821848,197.2066,38.40984,40.9951,0.0,1.0,6.6,0,1
LATS1,0.0,17.0,0.0,6.0,21.0,2.0,2.0,0.0,12.0,185.0,39.0,0.0,0.0,51.0,3.0,0.0,25.0,3.0,0.0,310.0,0.0,257,6.681498285286242,2.68894983812042,18.71875861396056,7.721099188707186,-0.037903313,0.03278188,0.03720648,0.008767899,-0.14195825,0.04740974,0.137074554,0.001551941,6.0,149982051.0,150039392.0,431426.5,210.0,2.326223e-06,0.418335,0.04004988,10.0,51.35135,98.45946,0.962634,169.859,28.00328,40.38414,0.0004658669999999,95.0,4.403846153846154,0,1
LATS2,0.0,52.0,0.0,11.0,10.0,3.0,0.0,0.0,0.0,185.0,17.0,0.0,0.0,91.0,0.0,1.0,19.0,4.0,0.0,347.0,0.0,257,6.681498285286242,2.68894983812042,18.769594456105164,7.592457037268081,-0.030848408,0.03870793,0.051991414,0.01827077,-0.1373023,0.044822343,0.120754809,0.01603772,13.0,21547178.0,21635722.0,446899.6,192.0,2.474848e-06,0.448115,0.0408351999999999,10.0,41.37838,79.32432,0.924889,103.0262,11.89508,53.97451,0.001063737,150.0,2.2282608695652173,0,1
LEMD2,0.0,19.0,0.0,1.0,2.0,2.0,1.0,0.0,4.0,49.0,1.0,0.0,0.0,19.0,1.0,0.0,3.0,2.0,0.0,94.0,0.0,83,6.681498285286242,2.68894983812042,20.57786027969109,8.744833837499545,0.018565629,0.022846458,0.0631403,0.018515963,-0.07436592,0.019098315,0.062720731,0.001355617,6.0,33738991.0,33756906.0,1565139.0,428.0,2.555465e-06,0.53069,0.02777352,35.0,38.24324,71.67568,0.8840636999999999,69.19672,7.698361,52.66644,3.229999999999999e-05,10.0,2.65,0,1
LZTR1,0.0,7.0,0.0,0.0,5.0,1.0,4.0,0.0,4.0,196.0,11.0,0.0,0.0,63.0,26.0,0.0,28.0,1.0,0.0,288.0,0.0,259,6.681498285286242,2.68894983812042,19.13895720150584,7.592457037268081,-0.023527244,0.028549708,0.049904358,0.01154983,-0.10535661,0.034790568,0.061422043,0.000368774,22.0,21336558.0,21353325.0,577297.2,192.0,4.1597e-06,0.51063,0.05828282,14.0,49.0,85.81081,0.8777748,92.53115,8.081967,59.58045,0.000338789,55.0,3.65625,0,1
MACF1,0.0,28.0,0.0,8.0,26.0,11.0,2.0,0.0,435.0,781.0,82.0,0.0,0.0,267.0,26.0,0.0,45.0,15.0,0.0,1606.0,0.0,909,6.681498285286242,2.68894983812042,19.5501464768266,8.651051691178928,-0.0034109433,0.03115866,0.05303644,0.022099791,-0.104556054,0.031453922,0.587910886,0.052629393,1.0,39547118.0,39952789.0,767679.5,401.0,2.162674e-06,0.431556,0.02453072,7.0,59.91891999999999,97.45946,0.9197514,114.2131,12.16721,43.94966,0.000397913,46.0,3.3582089552238807,0,1
MAP2K1,0.0,12.0,0.0,4.0,1.0,1.0,5.0,0.0,0.0,102.0,3.0,1.0,0.0,22.0,0.0,0.0,7.0,1.0,0.0,143.0,0.0,135,6.681498285286242,2.68894983812042,18.94959164053788,7.434628227636725,-0.013205354,0.019630508,0.041350126,0.008925701,-0.09613648,0.024502821,0.135731779,0.0078186719999999,15.0,66679211.0,66783881.0,506284.5,172.0,2.00153e-06,0.437985,0.04311826,13.0,53.67568000000001,96.37838,0.7201622,146.1934,21.10164,47.01832,0.000169693,53.0,4.608695652173913,1,1
MAP2K4,0.0,33.0,0.0,0.0,18.0,5.0,1.0,1.0,12.0,101.0,26.0,0.0,0.0,22.0,21.0,0.0,26.0,8.0,0.0,206.0,0.0,209,6.681498285286242,2.68894983812042,15.48415953496773,9.189824558880018,-0.06365323,0.051775057,0.035597805,0.011762282,-0.18121241,0.073684044,0.111620037,0.000669041,17.0,11924135.0,12047050.0,45833.92,583.0,3.571992e-06,0.38914,-0.05217695,4.0,43.24324,89.45945999999999,0.821842,106.6131,12.44262,37.49385,0.000151629,40.0,6.695652173913044,0,1
MAP3K1,0.0,5.0,0.0,0.0,59.0,43.0,7.0,0.0,0.0,214.0,66.0,0.0,0.0,55.0,14.0,0.0,71.0,47.0,0.0,345.0,0.0,337,6.681498285286242,2.68894983812042,17.613936189316362,8.689997971419446,-0.025288934,0.03245745,0.041444466,0.009355524,-0.13829641,0.051270057,0.4439186536272007,0.0288399977075919,5.0,56110900.0,56191976.0,200595.4,412.0,2.214226e-06,0.40283,0.03759262,4.0,41.91892,88.18919,0.9266881,87.50164000000001,4.334426000000001,40.13174,0.000880198,126.0,6.017857142857143,1,1
MAP3K4,0.0,24.0,0.0,0.0,18.0,2.0,0.0,0.0,4.0,303.0,38.0,0.0,0.0,72.0,5.0,0.0,18.0,2.0,0.0,446.0,0.0,347,6.681498285286242,2.68894983812042,16.288055700115653,9.749869427396844,-0.04132089,0.03551847,0.03632107,0.0075130397,-0.14556488,0.054161534,0.4439186536272007,0.0288399977075919,6.0,161412822.0,161538416.0,80018.04,860.0,3.861606e-06,0.39642,-0.0019904479999999,7.0,50.08108,95.67568,0.9004923,124.9377,15.603279999999998,43.055,2.7300000000000003e-05,25.0,4.767123287671233,0,1
MAPK1,0.0,44.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,64.0,5.0,0.0,0.0,14.0,1.0,0.0,13.0,2.0,0.0,121.0,0.0,116,6.681498285286242,2.68894983812042,18.80541892693509,8.228818690495881,-0.02159627,0.0345847679999999,0.0581471659999999,0.018439718,-0.11049603,0.03759337,0.044133748,0.000473767,22.0,22113949.0,22221970.0,458135.8,299.0,4.196682e-06,0.461085,0.04744865,18.0,51.89189,90.7027,0.8509805,119.2361,12.62295,40.22261,0.002170908,214.0,4.666666666666667,0,1
MAX,5.0,19.0,2.0,7.0,3.0,1.0,1.0,0.0,30.0,51.0,5.0,0.0,0.0,9.0,4.0,1.0,11.0,4.0,0.0,123.0,0.0,121,6.681498285286242,2.68894983812042,18.93569569320367,8.599912842187129,-0.026476925,0.027414132,0.040609602,0.008802584,-0.12779662,0.038462266,0.080725063,0.000450269,14.0,65472892.0,65569227.0,501431.4,387.0,2.0409780000000003e-06,0.44928,0.03949187,15.0,47.75676,95.05405,0.8708149,129.2525,17.560660000000002,49.71119,0.000327379,67.0,6.1,0,1
MECOM,0.0,26.0,46.0,10.0,27.0,6.0,2.0,0.0,5.0,329.0,18.0,0.0,0.0,108.0,12.0,0.0,37.0,8.0,0.0,544.0,0.0,426,6.681498285286242,2.68894983812042,17.718133484302086,9.945443836377912,0.071532786,0.057028763,0.11926821,0.062831454,-0.05872731,0.018012768,0.4439186536272007,0.0288399977075919,3.0,168801287.0,169381563.0,215619.3,985.0,3.367426e-06,0.37218,-0.009917042,1.0,69.64865,97.43243,0.8381035,147.0361,20.39016,42.77199,0.000121881,20.0,3.3486238532110093,0,1
MED12,0.0,12.0,3.0,0.0,7.0,6.0,6.0,1.0,9.0,461.0,34.0,0.0,0.0,151.0,15.0,0.0,16.0,7.0,0.0,682.0,0.0,512,6.681498285286242,2.68894983812042,19.533910280158427,8.594903589110126,0.003986055,0.006894169,0.01909207,0.0047999443,-0.045286015,0.010554617,0.504229339,0.093923528,23.0,70338406.0,70362303.0,759088.4,443.4357224118317,3.06918e-06,0.4494899999999999,0.02731504,17.0,29.40541,73.45945999999999,0.9109021,68.8918,4.049180000000001,51.88235,0.000124148,68.0,3.401315789473684,1,1
MEN1,0.0,13.0,0.0,0.0,20.0,8.0,1.0,0.0,1.0,85.0,14.0,0.0,0.0,30.0,4.0,0.0,22.0,8.0,0.0,146.0,0.0,147,6.681498285286242,2.68894983812042,21.109024625225185,7.851749041416057,-3.773531e-05,0.0174665819999999,0.044688024,0.009557583,-0.08165877,0.021589106,0.062811725,0.002032033,11.0,64570996.0,64578766.0,2261775.0,230.0,2.156892e-06,0.5402600000000001,0.06134729,34.0,45.78378,85.78378000000001,0.9266504,113.941,15.26885,58.89589,0.000124354,58.0,3.5806451612903225,1,1
MET,11.0,4.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,266.0,25.0,0.0,0.0,114.0,16.0,1.0,8.0,4.0,0.0,435.0,0.0,319,6.681498285286242,2.68894983812042,19.09049780724533,8.038918989292304,0.059699126,0.04137905,0.100732766,0.041106354,-0.06749747,0.020829897,0.242730146,0.026539571,7.0,116312459.0,116438439.0,558228.1,262.0,2.718768e-06,0.391515,0.002308467,5.0,57.24324,98.54054,0.9250968,164.4393,22.96393,40.78859,7.15e-05,34.0,2.7043478260869565,1,1
MGA,0.0,33.0,0.0,3.0,51.0,19.0,4.0,0.0,6.0,420.0,98.0,0.0,0.0,140.0,9.0,0.0,60.0,22.0,0.0,701.0,0.0,537,6.681498285286242,2.68894983812042,19.545675488262983,8.005624549193879,-0.033319194,0.026140356,0.033356488,0.0054640598,-0.124971986,0.040052976,0.4439186536272007,0.0288399977075919,15.0,41952610.0,42062139.0,765304.1,256.0,1.759058e-06,0.4312,0.04114393,20.0,53.51351,98.08108,0.9399881,105.9246,11.99672,42.585440000000006,3.06e-05,28.0,3.872340425531915,0,1
MGMT,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,74.0,0.0,70,6.681498285286242,2.68894983812042,16.350229949144214,10.068778277985412,-0.042413745,0.036944233,0.037556384,0.009071583,-0.14215842,0.053786144,13.64085017,0.359609512,10.0,131265454.0,131565783.0,83541.92,1073.0,4.719408e-06,0.4508675,-0.02522663,1.0,43.67568,85.45945999999999,0.7291285,102.2098,10.57049,52.23993,0.000325684,74.0,2.736842105263158,0,1
MLH1,0.0,13.0,0.0,4.0,10.0,5.0,3.0,0.0,5.0,111.0,28.0,1.0,0.0,40.0,11.0,0.0,14.0,5.0,0.0,212.0,0.0,183,6.681498285286242,2.68894983812042,18.583378473808487,8.888743248898258,-0.030797863,0.027660592,0.039305914,0.008533718,-0.13891836,0.037892304,0.7601527709999999,0.113121577,3.0,37034841.0,37092335.0,392783.5,473.0,2.509117e-06,0.42845,0.02126238,6.0,45.59459,94.05405,0.7823103,139.2689,17.99016,42.25727,0.00105292,125.0,3.7804878048780486,1,1
MSH2,0.0,2.0,0.0,0.0,21.0,7.0,2.0,0.0,2.0,113.0,34.0,2.0,0.0,32.0,8.0,0.0,25.0,7.0,0.0,191.0,0.0,182,6.681498285286242,2.68894983812042,19.5969669801465,8.668884984266247,0.024466353,0.015423327,0.053426992,0.013369215,-0.055882037,0.012341227,0.075732959,0.00096908,2.0,47630263.0,47710360.0,793002.1,406.0,2.5349770000000003e-06,0.4448,0.02839946,12.0,53.32431999999999,93.72973,0.9072919,133.1377,14.79672,37.06006,0.000185035,113.0,4.909090909090909,1,1
MSH3,0.0,9.0,0.0,0.0,28.0,5.0,0.0,0.0,1.0,129.0,19.0,0.0,0.0,43.0,10.0,0.0,28.0,5.0,0.0,211.0,0.0,197,6.681498285286242,2.68894983812042,18.283443356621103,9.556506054671928,-0.028230859,0.028001439,0.038928054,0.008491706,-0.13749228,0.040468577,1.482450079,0.047252342,5.0,79950294.0,80172633.0,319053.5,752.0,2.457399e-06,0.39211,0.03647777,9.0,41.2973,90.62162,0.8685191999999999,114.5279,11.34754,38.41469,2.71e-05,26.0,3.704545454545455,0,1
MSH6,0.0,3.0,0.0,7.0,13.0,8.0,7.0,0.0,0.0,201.0,47.0,0.0,0.0,53.0,2.0,0.0,20.0,8.0,0.0,313.0,0.0,232,6.681498285286242,2.68894983812042,18.897188123432954,9.199672344836364,0.024338614,0.015137915,0.053097267,0.013125928,-0.055449385,0.012060987,0.0680480909999999,0.002641351,2.0,48010221.0,48034084.0,488224.5,587.0,2.92695e-06,0.4397399999999999,0.03151994,9.0,59.94595,95.18919,0.955953,142.0131,21.22951,41.80949,6.26e-05,64.0,4.777777777777778,1,1
MTOR,0.0,19.0,0.0,0.0,6.0,6.0,2.0,0.0,3.0,446.0,30.0,0.0,0.0,130.0,6.0,0.0,9.0,6.0,0.0,633.0,0.0,464,6.681498285286242,2.68894983812042,19.138631788955657,8.703903573444663,-0.03157797,0.030439937,0.038751025,0.010028656,-0.13462771,0.04248348,0.4439186536272007,0.0288399977075919,1.0,11166589.0,11322608.0,577167.0,416.0,1.909957e-06,0.4621067,0.03177134,14.0,51.43243,97.97297,0.8810395000000001,134.7967,17.5377,49.31100000000001,0.001128728,128.0,3.725190839694657,0,1
MUC6,0.0,1.0,0.0,1.0,30.0,9.0,15.0,0.0,0.0,333.0,19.0,0.0,0.0,170.0,2.0,0.0,45.0,9.0,0.0,526.0,0.0,419,6.681498285286242,2.68894983812042,20.446603763386783,8.867278739709663,-0.030804312,0.025980957,0.034716547,0.0069615277,-0.12468592,0.038270142,0.4439186536272007,0.0288399977075919,11.0,1012824.0,1036706.0,1429028.0,466.0,2.527248e-06,0.5715,0.04328988,46.0,70.86486,80.72973,0.9850925,290.2197,27.24918,56.32672,0.0001520652464862,24.913741820345034,2.12280701754386,0,1
MYC,0.0,22.0,3.0,12.0,2.0,1.0,3.0,0.0,0.0,89.0,1.0,0.0,0.0,32.0,0.0,0.0,10.0,1.0,0.0,154.0,0.0,136,6.681498285286242,2.68894983812042,18.6322724762247,7.679480099505445,0.11981625,0.08669673,0.16932082,0.10149293,-0.0347909,0.00893426,0.112959158,0.002122225,8.0,128748315.0,128753678.0,406323.4,204.0,3.126923e-06,0.43804,0.02340164,2.0,55.10811,88.24324,0.9561478,107.3082,11.20328,54.80664,0.008950528,569.0,2.757575757575758,0,1
MYCN,0.0,29.0,0.0,11.0,7.0,2.0,0.0,0.0,0.0,83.0,3.0,0.0,0.0,39.0,0.0,1.0,10.0,3.0,0.0,162.0,0.0,152,6.681498285286242,2.68894983812042,17.372235069507735,10.543031820255235,0.022245677,0.021963177,0.055665202,0.019972004,-0.06535734,0.016583145,0.134086409,0.011593581,2.0,16080683.0,16087128.0,169652.9,1491.0,2.859663e-06,0.44168,-0.01162264,3.0,34.35135,65.48649,0.9485661,85.95082,11.64918,56.27203000000001,1.07e-05,19.0,2.2,0,1
MYD88,0.0,14.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,45.0,2.0,0.0,0.0,25.0,0.0,0.0,2.0,2.0,0.0,88.0,0.0,80,6.681498285286242,2.68894983812042,18.204850028145,8.686500527183219,-0.030982364,0.027710706,0.039341852,0.008895572,-0.13934708,0.037342094,0.21935321,0.03339172,3.0,38179969.0,38184510.0,302137.4,411.0,1.946436e-06,0.48682,0.03160935,10.0,44.56757,84.51351,0.9051513,104.6984,8.662295,56.91855,0.000383349,57.0,1.8461538461538465,1,1
MYH9,0.0,28.0,0.0,0.0,11.0,4.0,11.0,2.0,8.0,371.0,32.0,0.0,0.0,173.0,14.0,0.0,24.0,9.0,0.0,621.0,0.0,466,6.681498285286242,2.68894983812042,20.223116728687422,7.826548487290915,-0.034366872,0.033448704,0.048861373,0.012007145,-0.12202206,0.041053776,0.110014769,0.000515894,22.0,36677324.0,36784063.0,1223952.0,226.0,2.396309e-06,0.490105,0.04934524,11.0,48.10811,91.27027,0.8839690999999998,131.4885,17.334429999999998,58.97075,0.000351458,106.0,2.431034482758621,0,1
NCOR1,0.0,6.0,1.0,4.0,24.0,13.0,4.0,0.0,11.0,404.0,59.0,0.0,0.0,134.0,27.0,0.0,30.0,14.0,0.0,643.0,0.0,489,6.681498285286242,2.68894983812042,19.86445897634248,8.535275376620802,-0.056337107,0.044346027,0.03823134,0.013487281,-0.17182888,0.057774797,0.077075536,0.000420539,17.0,15935259.0,16118845.0,954547.5,370.0,2.9046e-06,0.4132867,-0.01771339,12.0,44.21622,93.62162,0.9078577,130.0525,16.01967,42.77474,0.000619138,146.0,3.725925925925926,1,1
NF1,2.0,63.0,0.0,4.0,106.0,38.0,7.0,0.0,10.0,427.0,229.0,0.0,0.0,145.0,89.0,0.0,153.0,43.0,0.0,924.0,0.0,749,6.681498285286242,2.68894983812042,18.818936928699387,8.632995197142957,-0.00809465,0.03665149,0.053153183,0.013179821,-0.111353904,0.05924048,0.195424709,0.016838874,17.0,29421945.0,29704694.0,462448.7,396.0,2.205685e-06,0.4001225,0.02610505,11.0,50.27027,95.78378,0.7789417,134.6164,17.37705,38.25856,8.03e-05,26.0,5.363013698630137,1,1
NF2,0.0,3.0,0.0,1.0,12.0,5.0,1.0,0.0,10.0,84.0,38.0,0.0,0.0,33.0,22.0,0.0,16.0,7.0,0.0,186.0,0.0,180,6.681498285286242,2.68894983812042,19.486879398205133,7.228818690495879,-0.027834333,0.03527876,0.054528527,0.017334295,-0.11729283,0.039400328,0.085494953,0.000484364,22.0,29999545.0,30094583.0,734741.6,149.0,2.056906e-06,0.4786,0.03782316,18.0,53.91891999999999,97.67568,0.7903851,116.8951,14.74754,47.285070000000005,0.000214015,43.0,4.382352941176471,1,1
NFE2L2,0.0,23.0,0.0,2.0,2.0,3.0,13.0,1.0,40.0,282.0,11.0,0.0,0.0,19.0,0.0,0.0,33.0,8.0,0.0,355.0,0.0,337,6.681498285286242,2.68894983812042,18.50610919069284,7.189824558880018,0.016408963,0.0166263039999999,0.049525287,0.0135261975,-0.06630232,0.014790744,0.113348427,0.001123177,2.0,178095034.0,178129859.0,372299.8,145.0,2.46292e-06,0.399515,0.03587147,3.0,55.94595,96.40541,0.9633402,143.1902,22.73115,40.711,0.0003108959999999,63.0,14.85,1,1
NIPBL,0.0,38.0,0.0,17.0,66.0,15.0,9.0,0.0,18.0,448.0,56.0,0.0,0.0,118.0,22.0,0.0,87.0,21.0,0.0,699.0,0.0,545,6.681498285286242,2.68894983812042,18.383523319948804,8.906890595608518,0.055479806,0.03710126,0.097152956,0.04023303,-0.052937698,0.012683756,0.043359675,0.000220957,5.0,36876861.0,37065920.0,341972.1,479.0,3.041375e-06,0.3626267,0.01140754,8.0,53.7027,93.08108,0.8964251,131.518,16.55082,36.60418,4.210000000000001e-05,27.0,4.546218487394958,0,1
NOTCH1,0.0,26.0,0.0,0.0,41.0,13.0,17.0,0.0,0.0,413.0,55.0,0.0,0.0,185.0,14.0,0.0,60.0,15.0,0.0,689.0,0.0,547,6.681498285286242,2.68894983812042,20.5062804590217,7.734709620225838,-0.015767919,0.027000654,0.05070564,0.012982105,-0.10887328,0.031779863,0.093668027,0.000924208,9.0,139388897.0,139440238.0,1489379.0,212.0,2.732158e-06,0.59073,0.04344674,20.0,39.40541,68.51351,0.9164223,63.4459,4.652459,64.96138,0.001537385,179.0,2.661290322580645,1,1
NOTCH2,0.0,19.0,0.0,11.0,23.0,17.0,1.0,0.0,6.0,314.0,37.0,0.0,0.0,124.0,12.0,0.0,24.0,17.0,0.0,523.0,0.0,398,6.681498285286242,2.68894983812042,18.713140799782867,8.997179480937621,0.028737107,0.015308012,0.055098496,0.0146313389999999,-0.046050604,0.009664764,0.043006828,0.000762743,1.0,120454178.0,120612276.0,429749.8,510.0,3.649786e-06,0.4039333,0.01382872,11.0,64.75676,97.27027,0.8905205,137.577,18.93443,49.02709,6.29e-05,34.0,3.04,1,1
NPM1,0.0,13.0,0.0,15.0,0.0,8.0,2.0,0.0,10.0,36.0,1.0,0.0,0.0,16.0,3.0,0.0,4.0,8.0,0.0,92.0,0.0,88,6.681498285286242,2.68894983812042,18.19864071288209,8.442943495848729,-0.0074406459999999,0.02616489,0.052569468,0.013362269,-0.111061804,0.031318184,0.082332524,0.004775175,5.0,170814708.0,170837887.0,300839.8,347.0,2.359133e-06,0.45608,0.03023782,6.0,47.43243,95.18919,0.8525695,104.6918,9.816393,38.0954,0.005516645,451.0,2.823529411764706,1,1
NRAS,0.0,17.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,294.0,6.0,0.0,0.0,9.0,5.0,1.0,6.0,4.0,0.0,329.0,0.0,316,6.681498285286242,2.68894983812042,19.19616793107981,8.885696373339396,-0.016631568,0.027677916,0.041893184,0.011433501,-0.12750997,0.039673816,0.102640145,0.004991088,1.0,115247079.0,115259515.0,600650.2,472.0,2.658445e-06,0.39544,0.01059793,15.0,44.89189,97.91892,0.8718149,154.8426,24.70164,42.64284,3.59e-05,18.0,30.7,1,1
NSD1,0.0,17.0,0.0,0.0,59.0,17.0,2.0,0.0,1.0,417.0,78.0,0.0,0.0,138.0,12.0,0.0,71.0,17.0,0.0,653.0,0.0,499,6.681498285286242,2.68894983812042,19.85562025027786,7.832890014164741,-0.004408468,0.027295941,0.05566008,0.015269685,-0.10885259,0.031026585,0.097736492,0.008521375,5.0,176560080.0,176727213.0,948717.3,227.0,2.7601170000000003e-06,0.4607233,0.04234978,19.0,51.62162,97.08108,0.8977564,120.3869,12.39344,44.12706,0.00012991,29.0,3.769784172661871,0,1
NUP133,0.0,15.0,0.0,4.0,7.0,5.0,0.0,0.0,2.0,161.0,26.0,0.0,0.0,45.0,11.0,0.0,8.0,5.0,0.0,263.0,0.0,225,6.681498285286242,2.68894983812042,17.929355509843084,8.118941072723509,0.062108945,0.03588962,0.10169079,0.035160143,-0.060427833,0.018285716,0.10614138,0.002730964,1.0,229577045.0,229644088.0,249615.8,277.0,2.7760610000000004e-06,0.439055,0.02474296,7.0,52.54054,97.02703,0.8849635,103.9738,8.413115,38.09267,0.00016544,35.0,4.413043478260869,0,1
NUP93,0.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,121.0,18.0,0.0,0.0,50.0,5.0,0.0,3.0,0.0,0.0,201.0,0.0,169,6.681498285286242,2.68894983812042,19.429830059133906,7.169925001442312,-0.030434355,0.03432881,0.047987908,0.010195264,-0.1284541,0.047200833,0.874988628,0.021730981,16.0,56764017.0,56878676.0,706254.2,143.0,1.863977e-06,0.452615,0.0262063,19.0,52.02703,98.05405,0.8752781999999999,130.0754,15.54754,46.75734,0.00013878,54.0,2.823529411764706,0,1
PAX5,0.0,5.0,3.0,18.0,6.0,3.0,0.0,0.0,0.0,101.0,8.0,0.0,0.0,36.0,6.0,0.0,9.0,4.0,0.0,173.0,0.0,163,6.681498285286242,2.68894983812042,18.71231674434361,9.084808387804364,-0.03893341,0.06993539,0.048960645,0.015224717,-0.16130535,0.12038376,0.182371024,0.030579729,9.0,36838531.0,37034476.0,429504.4,542.0,2.427923e-06,0.48977,0.03448425,8.0,41.83784,86.67568,0.8086808000000001,123.882,18.40984,52.83506,1.03e-06,8.0,3.189189189189189,1,1
PBRM1,32.0,8.0,0.0,0.0,102.0,28.0,2.0,3.0,33.0,226.0,107.0,0.0,0.0,55.0,34.0,0.0,126.0,37.0,0.0,467.0,0.0,496,6.681498285286242,2.68894983812042,20.21572968473264,7.857980995127572,-0.04205616,0.029951388,0.034689486,0.0067822793,-0.15437129,0.04262655,0.4439186536272007,0.0288399977075919,3.0,52579368.0,52719866.0,1217701.0,231.0,1.564942e-06,0.4746399999999999,0.04747089,33.0,43.78378,95.83784,0.8969149,133.0197,16.96721,41.42231,0.000159595,36.0,7.107142857142857,1,1
PCBP1,0.0,12.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,77.0,2.0,0.0,0.0,17.0,0.0,0.0,1.0,3.0,0.0,113.0,0.0,106,6.681498285286242,2.68894983812042,19.388171833511475,7.294620748891628,0.021757977,0.013024048,0.04981272,0.010485724,-0.055416655,0.011887184,0.09212195,0.000417572,2.0,70314585.0,70316332.0,686152.5,156.0,1.866633e-06,0.44963,0.05189344,11.0,47.7027,89.40541,0.9813883,132.059,15.79344,56.33756,0.001002082,160.0,4.444444444444445,0,1
PDGFRA,0.0,76.0,0.0,0.0,5.0,1.0,4.0,0.0,41.0,338.0,20.0,0.0,0.0,110.0,10.0,0.0,10.0,2.0,0.0,593.0,0.0,413,6.681498285286242,2.68894983812042,15.650139063950984,9.019590728357883,-0.0011032928,0.041930128,0.056525607,0.046525095,-0.089995936,0.021820772,0.497340495,0.073204642,4.0,55095264.0,55164411.0,51422.46,518.0,3.123991e-06,0.4356649999999999,0.02673092,6.0,54.16216,98.89189,0.888827,137.6164,16.57377,46.06022,0.000132803,29.0,3.324324324324324,1,1
PDS5B,0.0,40.0,0.0,3.0,33.0,1.0,1.0,0.0,7.0,215.0,28.0,0.0,0.0,46.0,6.0,0.0,39.0,2.0,0.0,339.0,0.0,275,6.681498285286242,2.68894983812042,17.892434904563807,8.882643049361839,-0.03348632,0.04283078,0.05328551,0.019485364,-0.14500725,0.050723862,0.4439186536272007,0.0288399977075919,13.0,33160564.0,33352158.0,243308.8,471.0,2.304109e-06,0.3759367,0.05044405,7.0,41.51351,88.37838,0.8908499,102.6721,8.534426,34.134570000000004,0.000122403,34.0,5.319148936170213,0,1
