gene,transcript,protein_change,score,pvalue,qvalue,info
ARID1A,ENST00000324856,.,.,8.0,3.5690740740740748e-06,SAMPLES=466;SNV=413;INDEL=111;STRATIFIED_FDR=1.1921052631578947e-07
UGT1A9,ENST00000354728,.,.,0.00894235686605403,1.0,SAMPLES=80;SNV=80;INDEL=3;STRATIFIED_FDR=1.0
SPDYE4,ENST00000328794,.,.,0.00892462404657084,1.0,SAMPLES=23;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
DLK1,ENST00000341267,.,.,0.00892462404657084,1.0,SAMPLES=58;SNV=62;INDEL=0;STRATIFIED_FDR=1.0
FAM21B,ENST00000358474,.,.,0.00888916057962014,1.0,SAMPLES=20;SNV=19;INDEL=1;STRATIFIED_FDR=1.0
ZC3H15,ENST00000337859,.,.,0.00887586252606787,1.0,SAMPLES=34;SNV=35;INDEL=0;STRATIFIED_FDR=1.0
SLC7A8,ENST00000316902,.,.,0.0088625648796882,1.0,SAMPLES=48;SNV=50;INDEL=0;STRATIFIED_FDR=1.0
TMEM176B,ENST00000447204,.,.,0.008818242332126823,1.0,SAMPLES=47;SNV=50;INDEL=0;STRATIFIED_FDR=1.0
NHSL2,ENST00000540800,.,.,0.008787219240037898,1.0,SAMPLES=70;SNV=73;INDEL=0;STRATIFIED_FDR=1.0
CLEC17A,ENST00000417570,.,.,0.008782787550638627,1.0,SAMPLES=54;SNV=55;INDEL=2;STRATIFIED_FDR=1.0
RUSC1,ENST00000368352,.,.,0.008760629781953905,1.0,SAMPLES=82;SNV=84;INDEL=2;STRATIFIED_FDR=1.0
DUSP21,ENST00000339042,.,.,0.008760629781953905,1.0,SAMPLES=45;SNV=45;INDEL=0;STRATIFIED_FDR=1.0
EMC8,ENST00000253457,.,.,0.008756198363872819,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
RGR,ENST00000359452,.,.,0.008751766991008256,1.0,SAMPLES=41;SNV=43;INDEL=0;STRATIFIED_FDR=1.0
FCRLB,ENST00000367948,.,.,0.008742904380924817,1.0,SAMPLES=32;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
OR2H2,ENST00000383640,.,.,0.008734041951696208,1.0,SAMPLES=36;SNV=36;INDEL=1;STRATIFIED_FDR=1.0
OR2A2,ENST00000408979,.,.,0.008720748646939978,1.0,SAMPLES=84;SNV=86;INDEL=0;STRATIFIED_FDR=1.0
C16orf58,ENST00000327237,.,.,0.008720748646939978,1.0,SAMPLES=39;SNV=39;INDEL=0;STRATIFIED_FDR=1.0
CWH43,ENST00000226432,.,.,0.0087074557490656,1.0,SAMPLES=142;SNV=152;INDEL=0;STRATIFIED_FDR=1.0
CD207,ENST00000410009,.,.,0.008703024873521325,1.0,SAMPLES=57;SNV=61;INDEL=1;STRATIFIED_FDR=1.0
GSDMC,ENST00000276708,.,.,0.008694163258048117,1.0,SAMPLES=78;SNV=81;INDEL=3;STRATIFIED_FDR=1.0
KCNAB2,ENST00000378083,.,.,0.008672010010411277,1.0,SAMPLES=23;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
CA8,ENST00000317995,.,.,0.008672010010411277,1.0,SAMPLES=45;SNV=46;INDEL=0;STRATIFIED_FDR=1.0
DSP,ENST00000379802,.,.,0.008640997362049757,1.0,SAMPLES=322;SNV=377;INDEL=9;STRATIFIED_FDR=1.0
SLC6A9,ENST00000372306,.,.,0.00860112721082875,1.0,SAMPLES=47;SNV=48;INDEL=0;STRATIFIED_FDR=1.0
CT47B1,ENST00000371311,.,.,0.00860112721082875,1.0,SAMPLES=111;SNV=115;INDEL=0;STRATIFIED_FDR=1.0
SLC32A1,ENST00000217420,.,.,0.008578978708306994,1.0,SAMPLES=116;SNV=121;INDEL=0;STRATIFIED_FDR=1.0
SEMA6D,ENST00000316364,.,.,0.008574549143345066,1.0,SAMPLES=165;SNV=173;INDEL=1;STRATIFIED_FDR=1.0
PIP5KL1,ENST00000388747,.,.,0.008539114250004469,1.0,SAMPLES=22;SNV=21;INDEL=1;STRATIFIED_FDR=1.0
FOXN2,ENST00000340553,.,.,0.008539114250004469,1.0,SAMPLES=42;SNV=41;INDEL=2;STRATIFIED_FDR=1.0
STC2,ENST00000265087,.,.,0.008508111089840538,1.0,SAMPLES=51;SNV=52;INDEL=0;STRATIFIED_FDR=1.0
HIST1H2BE,ENST00000356530,.,.,0.008490395991965207,1.0,SAMPLES=19;SNV=19;INDEL=0;STRATIFIED_FDR=1.0
SPPL2C,ENST00000329196,.,.,0.00848153871399817,1.0,SAMPLES=92;SNV=93;INDEL=2;STRATIFIED_FDR=1.0
HGS,ENST00000329138,.,.,0.008459396309352576,1.0,SAMPLES=71;SNV=77;INDEL=1;STRATIFIED_FDR=1.0
PHC1,ENST00000543824,.,.,0.008432826913873296,1.0,SAMPLES=61;SNV=63;INDEL=1;STRATIFIED_FDR=1.0
GNMT,ENST00000372808,.,.,0.00841954282566018,1.0,SAMPLES=16;SNV=15;INDEL=1;STRATIFIED_FDR=1.0
WDFY3,ENST00000295888,.,.,0.008415114886549908,1.0,SAMPLES=313;SNV=330;INDEL=7;STRATIFIED_FDR=1.0
LAMB4,ENST00000388781,.,.,0.008415114886549908,1.0,SAMPLES=228;SNV=237;INDEL=4;STRATIFIED_FDR=1.0
TSPY1,ENST00000451548,.,.,0.008406259143764916,1.0,SAMPLES=8;SNV=8;INDEL=0;STRATIFIED_FDR=1.0
PIK3C2G,ENST00000433979,.,.,0.008397403581554592,1.0,SAMPLES=181;SNV=194;INDEL=3;STRATIFIED_FDR=1.0
OCA2,ENST00000354638,.,.,0.008388548199911569,1.0,SAMPLES=160;SNV=164;INDEL=1;STRATIFIED_FDR=1.0
CCL18,ENST00000004921,.,.,0.00838412057680052,1.0,SAMPLES=10;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
SIT1,ENST00000259608,.,.,0.008370837978298028,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
ZNF490,ENST00000311437,.,.,0.008366410535737666,1.0,SAMPLES=49;SNV=48;INDEL=3;STRATIFIED_FDR=1.0
SFXN3,ENST00000224807,.,.,0.008357555786022217,1.0,SAMPLES=26;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
GTSE1,ENST00000454366,.,.,0.00835312847886529,1.0,SAMPLES=69;SNV=68;INDEL=2;STRATIFIED_FDR=1.0
TAF1L,ENST00000242310,.,.,0.008339846828186519,1.0,SAMPLES=359;SNV=406;INDEL=3;STRATIFIED_FDR=1.0
IL13RA1,ENST00000371666,.,.,0.008317711646306854,1.0,SAMPLES=38;SNV=39;INDEL=1;STRATIFIED_FDR=1.0
PDIA5,ENST00000316218,.,.,0.008313284745310357,1.0,SAMPLES=47;SNV=50;INDEL=0;STRATIFIED_FDR=1.0
GABBR1,ENST00000377034,.,.,0.008313284745310357,1.0,SAMPLES=104;SNV=110;INDEL=0;STRATIFIED_FDR=1.0
KLHL13,ENST00000539496,.,.,0.00830885788943825,1.0,SAMPLES=109;SNV=110;INDEL=3;STRATIFIED_FDR=1.0
FAM180B,ENST00000356737,.,.,0.008300004313063335,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=1.0
SATB2,ENST00000417098,.,.,0.008295577592558735,1.0,SAMPLES=136;SNV=138;INDEL=1;STRATIFIED_FDR=1.0
MRAS,ENST00000289104,.,.,0.008291150917174748,1.0,SAMPLES=24;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
SOHLH1,ENST00000425225,.,.,0.008291150917174748,1.0,SAMPLES=47;SNV=48;INDEL=0;STRATIFIED_FDR=1.0
CPSF2,ENST00000298875,.,.,0.008291150917174748,1.0,SAMPLES=48;SNV=49;INDEL=0;STRATIFIED_FDR=1.0
PLEKHG2,ENST00000409794,.,.,0.008291150917174748,1.0,SAMPLES=108;SNV=110;INDEL=2;STRATIFIED_FDR=1.0
PCLO,ENST00000333891,.,.,0.008282297701765133,1.0,SAMPLES=884;SNV=1184;INDEL=13;STRATIFIED_FDR=1.0
OR5M1,ENST00000526538,.,.,0.008255739138336576,1.0,SAMPLES=96;SNV=100;INDEL=1;STRATIFIED_FDR=1.0
FBP1,ENST00000415431,.,.,0.008242460465651913,1.0,SAMPLES=32;SNV=31;INDEL=2;STRATIFIED_FDR=1.0
TEP1,ENST00000262715,.,.,0.00822918219895384,1.0,SAMPLES=201;SNV=209;INDEL=4;STRATIFIED_FDR=1.0
ELMOD1,ENST00000265840,.,.,0.008180498694101163,1.0,SAMPLES=38;SNV=37;INDEL=1;STRATIFIED_FDR=1.0
INTS5,ENST00000330574,.,.,0.008180498694101163,1.0,SAMPLES=88;SNV=98;INDEL=0;STRATIFIED_FDR=1.0
CDHR3,ENST00000317716,.,.,0.008176073191531678,1.0,SAMPLES=87;SNV=90;INDEL=0;STRATIFIED_FDR=1.0
TYW3,ENST00000370867,.,.,0.008167222321679256,1.0,SAMPLES=24;SNV=24;INDEL=1;STRATIFIED_FDR=1.0
CALHM3,ENST00000369783,.,.,0.008167222321679256,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
ATP12A,ENST00000218548,.,.,0.008162796954394478,1.0,SAMPLES=144;SNV=152;INDEL=0;STRATIFIED_FDR=1.0
OR10P1,ENST00000309675,.,.,0.008158371632202831,1.0,SAMPLES=51;SNV=54;INDEL=0;STRATIFIED_FDR=1.0
LPCAT1,ENST00000283415,.,.,0.008158371632202831,1.0,SAMPLES=76;SNV=77;INDEL=1;STRATIFIED_FDR=1.0
TSPAN17,ENST00000310032,.,.,0.008153946355103294,1.0,SAMPLES=21;SNV=21;INDEL=0;STRATIFIED_FDR=1.0
DNAH6,ENST00000389394,.,.,0.008149521123095051,1.0,SAMPLES=185;SNV=187;INDEL=3;STRATIFIED_FDR=1.0
OR2T3,ENST00000359594,.,.,0.008140670794348567,1.0,SAMPLES=138;SNV=146;INDEL=0;STRATIFIED_FDR=1.0
WNT3A,ENST00000284523,.,.,0.008136245697608539,1.0,SAMPLES=61;SNV=65;INDEL=0;STRATIFIED_FDR=1.0
ABI3,ENST00000225941,.,.,0.008136245697608539,1.0,SAMPLES=44;SNV=45;INDEL=1;STRATIFIED_FDR=1.0
RETNLB,ENST00000295755,.,.,0.008118545761514809,1.0,SAMPLES=32;SNV=34;INDEL=0;STRATIFIED_FDR=1.0
PDZRN3,ENST00000263666,.,.,0.008114120890203427,1.0,SAMPLES=183;SNV=190;INDEL=2;STRATIFIED_FDR=1.0
NEIL3,ENST00000264596,.,.,0.008100846546763404,1.0,SAMPLES=52;SNV=53;INDEL=2;STRATIFIED_FDR=1.0
ZYG11A,ENST00000371528,.,.,0.008091997209872658,1.0,SAMPLES=23;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
CACNA1C,ENST00000347598,.,.,0.008083148053295434,1.0,SAMPLES=349;SNV=376;INDEL=2;STRATIFIED_FDR=1.0
FGF21,ENST00000593756,.,.,0.00806545028105216,1.0,SAMPLES=35;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
OR56A3,ENST00000329564,.,.,0.008034480914896598,1.0,SAMPLES=94;SNV=97;INDEL=1;STRATIFIED_FDR=1.0
ZNF445,ENST00000425708,.,.,0.008012361291082832,1.0,SAMPLES=85;SNV=87;INDEL=1;STRATIFIED_FDR=1.0
OR6C6,ENST00000358433,.,.,0.00799024279381536,1.0,SAMPLES=64;SNV=67;INDEL=0;STRATIFIED_FDR=1.0
TEAD3,ENST00000338863,.,.,0.007985819229537344,1.0,SAMPLES=37;SNV=40;INDEL=1;STRATIFIED_FDR=1.0
MC1R,ENST00000555147,.,.,0.00796812542297944,1.0,SAMPLES=34;SNV=35;INDEL=1;STRATIFIED_FDR=1.0
WDR1,ENST00000499869,.,.,0.007959278790020195,1.0,SAMPLES=55;SNV=55;INDEL=2;STRATIFIED_FDR=1.0
PTK2,ENST00000340930,.,.,0.007950432337264352,1.0,SAMPLES=81;SNV=85;INDEL=0;STRATIFIED_FDR=1.0
VIPR1,ENST00000325123,.,.,0.007937162995995709,1.0,SAMPLES=39;SNV=39;INDEL=0;STRATIFIED_FDR=1.0
ARNT2,ENST00000303329,.,.,0.007937162995995709,1.0,SAMPLES=71;SNV=74;INDEL=0;STRATIFIED_FDR=1.0
KATNAL1,ENST00000380615,.,.,0.00793273997233325,1.0,SAMPLES=32;SNV=32;INDEL=1;STRATIFIED_FDR=1.0
CD200R1,ENST00000308611,.,.,0.00793273997233325,1.0,SAMPLES=55;SNV=58;INDEL=0;STRATIFIED_FDR=1.0
C11orf1,ENST00000260276,.,.,0.007919471171614146,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
SLC7A7,ENST00000397532,.,.,0.007892934786300763,1.0,SAMPLES=48;SNV=50;INDEL=2;STRATIFIED_FDR=1.0
MAP2,ENST00000360351,.,.,0.00788851221305034,1.0,SAMPLES=289;SNV=301;INDEL=4;STRATIFIED_FDR=1.0
ETV3L,ENST00000454449,.,.,0.007884089684836023,1.0,SAMPLES=46;SNV=46;INDEL=0;STRATIFIED_FDR=1.0
ZNF257,ENST00000594947,.,.,0.007879667201656998,1.0,SAMPLES=141;SNV=144;INDEL=2;STRATIFIED_FDR=1.0
AQP12A,ENST00000337801,.,.,0.007875244763512299,1.0,SAMPLES=33;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
IGF1,ENST00000456098,.,.,0.00785313324827145,1.0,SAMPLES=16;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
GABRB3,ENST00000311550,.,.,0.007848711080313382,1.0,SAMPLES=166;SNV=175;INDEL=2;STRATIFIED_FDR=1.0
TOX2,ENST00000341197,.,.,0.007831022858751133,1.0,SAMPLES=112;SNV=113;INDEL=1;STRATIFIED_FDR=1.0
CCNJL,ENST00000393977,.,.,0.007826600915923418,1.0,SAMPLES=38;SNV=39;INDEL=1;STRATIFIED_FDR=1.0
SYNCRIP,ENST00000369622,.,.,0.00782217901811907,1.0,SAMPLES=77;SNV=71;INDEL=7;STRATIFIED_FDR=1.0
LRRC6,ENST00000250173,.,.,0.007800070204414945,1.0,SAMPLES=84;SNV=84;INDEL=0;STRATIFIED_FDR=1.0
RPS4Y2,ENST00000288666,.,.,0.0077956485767312145,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
DNASE1L2,ENST00000564065,.,.,0.007777962516156298,1.0,SAMPLES=17;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
SIPA1L3,ENST00000222345,.,.,0.007777962516156298,1.0,SAMPLES=202;SNV=209;INDEL=1;STRATIFIED_FDR=1.0
FBXL8,ENST00000258200,.,.,0.007769119755951898,1.0,SAMPLES=15;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
COL5A2,ENST00000374866,.,.,0.00776027717579311,1.0,SAMPLES=220;SNV=232;INDEL=4;STRATIFIED_FDR=1.0
CSF2RB,ENST00000403662,.,.,0.00776027717579311,1.0,SAMPLES=145;SNV=146;INDEL=1;STRATIFIED_FDR=1.0
LMAN2,ENST00000303127,.,.,0.007755855953228555,1.0,SAMPLES=35;SNV=37;INDEL=0;STRATIFIED_FDR=1.0
TBX22,ENST00000373294,.,.,0.007733750515517158,1.0,SAMPLES=126;SNV=127;INDEL=1;STRATIFIED_FDR=1.0
COL15A1,ENST00000375001,.,.,0.007733750515517158,1.0,SAMPLES=193;SNV=200;INDEL=3;STRATIFIED_FDR=1.0
OR5AU1,ENST00000304418,.,.,0.007724908655467508,1.0,SAMPLES=43;SNV=47;INDEL=0;STRATIFIED_FDR=1.0
COA5,ENST00000328709,.,.,0.007724908655467508,1.0,SAMPLES=6;SNV=6;INDEL=0;STRATIFIED_FDR=1.0
CCDC8,ENST00000307522,.,.,0.007707225475387756,1.0,SAMPLES=66;SNV=70;INDEL=0;STRATIFIED_FDR=1.0
UNC5CL,ENST00000244565,.,.,0.007702804792866571,1.0,SAMPLES=44;SNV=43;INDEL=2;STRATIFIED_FDR=1.0
T,ENST00000296946,.,.,0.007702804792866571,1.0,SAMPLES=85;SNV=86;INDEL=1;STRATIFIED_FDR=1.0
APOBEC3C,ENST00000361441,.,.,0.007685122512749162,1.0,SAMPLES=17;SNV=20;INDEL=0;STRATIFIED_FDR=1.0
TNNI1,ENST00000361379,.,.,0.007680702055207112,1.0,SAMPLES=24;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
ASAP1,ENST00000357668,.,.,0.007676281642658092,1.0,SAMPLES=122;SNV=126;INDEL=1;STRATIFIED_FDR=1.0
CENPI,ENST00000372927,.,.,0.007663020674960446,1.0,SAMPLES=64;SNV=67;INDEL=0;STRATIFIED_FDR=1.0
FAM90A1,ENST00000538603,.,.,0.007658600442374632,1.0,SAMPLES=89;SNV=96;INDEL=0;STRATIFIED_FDR=1.0
IL9,ENST00000274520,.,.,0.007636499954254603,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
SHPRH,ENST00000367505,.,.,0.007636499954254603,1.0,SAMPLES=145;SNV=150;INDEL=1;STRATIFIED_FDR=1.0
KCNMB2,ENST00000432997,.,.,0.007623240201197006,1.0,SAMPLES=56;SNV=57;INDEL=0;STRATIFIED_FDR=1.0
LMTK2,ENST00000297293,.,.,0.007623240201197006,1.0,SAMPLES=154;SNV=155;INDEL=4;STRATIFIED_FDR=1.0
KIAA1211L,ENST00000397899,.,.,0.007605561160185732,1.0,SAMPLES=88;SNV=85;INDEL=3;STRATIFIED_FDR=1.0
PRAP1,ENST00000433452,.,.,0.0075967219095488085,1.0,SAMPLES=13;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
USP18,ENST00000215794,.,.,0.007583463370908771,1.0,SAMPLES=27;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
OPCML,ENST00000524381,.,.,0.007548109246610661,1.0,SAMPLES=116;SNV=119;INDEL=0;STRATIFIED_FDR=1.0
SMU1,ENST00000397149,.,.,0.007543690183428295,1.0,SAMPLES=40;SNV=40;INDEL=0;STRATIFIED_FDR=1.0
ATXN10,ENST00000252934,.,.,0.007543690183428295,1.0,SAMPLES=29;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
ORC4,ENST00000392857,.,.,0.007539271165210578,1.0,SAMPLES=36;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
HMGCS1,ENST00000325110,.,.,0.007530433263665681,1.0,SAMPLES=52;SNV=51;INDEL=2;STRATIFIED_FDR=1.0
CNTNAP4,ENST00000478060,.,.,0.007526014380336571,1.0,SAMPLES=268;SNV=299;INDEL=3;STRATIFIED_FDR=1.0
ADPRHL1,ENST00000375418,.,.,0.0075171767485606045,1.0,SAMPLES=37;SNV=38;INDEL=0;STRATIFIED_FDR=1.0
CDH10,ENST00000264463,.,.,0.0075171767485606045,1.0,SAMPLES=359;SNV=404;INDEL=8;STRATIFIED_FDR=1.0
ZKSCAN8,ENST00000330236,.,.,0.007503920638088461,1.0,SAMPLES=51;SNV=51;INDEL=0;STRATIFIED_FDR=1.0
L1CAM,ENST00000370060,.,.,0.007481828019751973,1.0,SAMPLES=180;SNV=190;INDEL=3;STRATIFIED_FDR=1.0
VWF,ENST00000261405,.,.,0.007455318361150555,1.0,SAMPLES=312;SNV=334;INDEL=4;STRATIFIED_FDR=1.0
FAM167B,ENST00000373582,.,.,0.007442064138638593,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
ITGB8,ENST00000222573,.,.,0.007437646154356512,1.0,SAMPLES=91;SNV=93;INDEL=2;STRATIFIED_FDR=1.0
OR10G2,ENST00000542433,.,.,0.007437646154356512,1.0,SAMPLES=70;SNV=71;INDEL=1;STRATIFIED_FDR=1.0
C3orf17,ENST00000314400,.,.,0.007437646154356512,1.0,SAMPLES=39;SNV=38;INDEL=3;STRATIFIED_FDR=1.0
ANKRD20A1,ENST00000377477,.,.,0.007428810320619624,1.0,SAMPLES=27;SNV=27;INDEL=0;STRATIFIED_FDR=1.0
MYO3B,ENST00000408978,.,.,0.007428810320619624,1.0,SAMPLES=154;SNV=163;INDEL=3;STRATIFIED_FDR=1.0
C19orf12,ENST00000392278,.,.,0.007402303897961764,1.0,SAMPLES=19;SNV=20;INDEL=0;STRATIFIED_FDR=1.0
CPA6,ENST00000297770,.,.,0.007393468783235667,1.0,SAMPLES=69;SNV=69;INDEL=1;STRATIFIED_FDR=1.0
C16orf93,ENST00000543610,.,.,0.007380216448146287,1.0,SAMPLES=20;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
PCDHGB4,ENST00000519479,.,.,0.0073757990929794025,1.0,SAMPLES=157;SNV=163;INDEL=3;STRATIFIED_FDR=1.0
DNAJC13,ENST00000260818,.,.,0.007371381782742515,1.0,SAMPLES=157;SNV=158;INDEL=5;STRATIFIED_FDR=1.0
KRTAP5-9,ENST00000528743,.,.,0.007371381782742515,1.0,SAMPLES=22;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
RPRM,ENST00000325926,.,.,0.007344878864798752,1.0,SAMPLES=17;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
ATP5A1,ENST00000282050,.,.,0.007344878864798752,1.0,SAMPLES=37;SNV=37;INDEL=1;STRATIFIED_FDR=1.0
FAM81B,ENST00000283357,.,.,0.007336044918215694,1.0,SAMPLES=59;SNV=59;INDEL=0;STRATIFIED_FDR=1.0
PKNOX2,ENST00000298282,.,.,0.007331628012307158,1.0,SAMPLES=65;SNV=65;INDEL=0;STRATIFIED_FDR=1.0
NXPE4,ENST00000375478,.,.,0.007327211151319479,1.0,SAMPLES=91;SNV=92;INDEL=2;STRATIFIED_FDR=1.0
LMBR1,ENST00000353442,.,.,0.0073183775641028435,1.0,SAMPLES=36;SNV=37;INDEL=0;STRATIFIED_FDR=1.0
RNASE1,ENST00000397967,.,.,0.0073183775641028435,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
CIT,ENST00000392521,.,.,0.007313960837872108,1.0,SAMPLES=192;SNV=203;INDEL=3;STRATIFIED_FDR=1.0
RRAS,ENST00000246792,.,.,0.00730512752016114,1.0,SAMPLES=17;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
CYP4F2,ENST00000221700,.,.,0.007300710928679077,1.0,SAMPLES=122;SNV=126;INDEL=2;STRATIFIED_FDR=1.0
AGPAT4,ENST00000320285,.,.,0.007287461423715817,1.0,SAMPLES=37;SNV=37;INDEL=0;STRATIFIED_FDR=1.0
PRB3,ENST00000381842,.,.,0.007283045011885978,1.0,SAMPLES=76;SNV=80;INDEL=0;STRATIFIED_FDR=1.0
TBC1D10C,ENST00000312390,.,.,0.007283045011885978,1.0,SAMPLES=50;SNV=51;INDEL=0;STRATIFIED_FDR=1.0
FERMT2,ENST00000343279,.,.,0.007278628644966849,1.0,SAMPLES=42;SNV=43;INDEL=0;STRATIFIED_FDR=1.0
IGFBP5,ENST00000233813,.,.,0.007274212322957615,1.0,SAMPLES=27;SNV=27;INDEL=0;STRATIFIED_FDR=1.0
MEGF10,ENST00000274473,.,.,0.007274212322957615,1.0,SAMPLES=139;SNV=145;INDEL=3;STRATIFIED_FDR=1.0
NAT9,ENST00000357814,.,.,0.007256547484000779,1.0,SAMPLES=27;SNV=25;INDEL=2;STRATIFIED_FDR=1.0
BAAT,ENST00000259407,.,.,0.007256547484000779,1.0,SAMPLES=57;SNV=58;INDEL=2;STRATIFIED_FDR=1.0
KRTAP20-1,ENST00000334664,.,.,0.007247715333957692,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
CHD9,ENST00000566029,.,.,0.007247715333957692,1.0,SAMPLES=185;SNV=185;INDEL=4;STRATIFIED_FDR=1.0
DNAJC5B,ENST00000276570,.,.,0.007216804223217803,1.0,SAMPLES=51;SNV=53;INDEL=0;STRATIFIED_FDR=1.0
LAMA1,ENST00000389658,.,.,0.007216804223217803,1.0,SAMPLES=432;SNV=478;INDEL=3;STRATIFIED_FDR=1.0
FAM60A,ENST00000337682,.,.,0.007207972881379351,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
SERPINB1,ENST00000380739,.,.,0.007207972881379351,1.0,SAMPLES=23;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
ITFG3,ENST00000399932,.,.,0.007190310736437973,1.0,SAMPLES=45;SNV=47;INDEL=1;STRATIFIED_FDR=1.0
BTNL8,ENST00000340184,.,.,0.007185895312433896,1.0,SAMPLES=96;SNV=105;INDEL=1;STRATIFIED_FDR=1.0
GRHL2,ENST00000251808,.,.,0.007185895312433896,1.0,SAMPLES=69;SNV=69;INDEL=1;STRATIFIED_FDR=1.0
SPSB3,ENST00000566339,.,.,0.007181479933320441,1.0,SAMPLES=38;SNV=38;INDEL=0;STRATIFIED_FDR=1.0
SERPINE2,ENST00000447280,.,.,0.0071549886012928976,1.0,SAMPLES=42;SNV=42;INDEL=1;STRATIFIED_FDR=1.0
KNDC1,ENST00000304613,.,.,0.007141743541229263,1.0,SAMPLES=189;SNV=194;INDEL=0;STRATIFIED_FDR=1.0
LRRC17,ENST00000339431,.,.,0.007132913725596069,1.0,SAMPLES=47;SNV=49;INDEL=1;STRATIFIED_FDR=1.0
GDF15,ENST00000252809,.,.,0.007132913725596069,1.0,SAMPLES=28;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
MBD4,ENST00000249910,.,.,0.007128498885099483,1.0,SAMPLES=38;SNV=39;INDEL=0;STRATIFIED_FDR=1.0
RNF145,ENST00000518802,.,.,0.007124084089481755,1.0,SAMPLES=66;SNV=65;INDEL=2;STRATIFIED_FDR=1.0
ZNF552,ENST00000391701,.,.,0.007124084089481755,1.0,SAMPLES=31;SNV=31;INDEL=1;STRATIFIED_FDR=1.0
CETP,ENST00000200676,.,.,0.007124084089481755,1.0,SAMPLES=47;SNV=45;INDEL=2;STRATIFIED_FDR=1.0
PLCE1,ENST00000371380,.,.,0.0071152546328790214,1.0,SAMPLES=223;SNV=242;INDEL=4;STRATIFIED_FDR=1.0
PRL,ENST00000306482,.,.,0.0071064253557805695,1.0,SAMPLES=51;SNV=51;INDEL=1;STRATIFIED_FDR=1.0
ADAM19,ENST00000257527,.,.,0.0071064253557805695,1.0,SAMPLES=126;SNV=135;INDEL=1;STRATIFIED_FDR=1.0
UQCRH,ENST00000311672,.,.,0.007097596258179101,1.0,SAMPLES=7;SNV=7;INDEL=0;STRATIFIED_FDR=1.0
AIM2,ENST00000368130,.,.,0.007093181776687479,1.0,SAMPLES=52;SNV=56;INDEL=1;STRATIFIED_FDR=1.0
ZXDC,ENST00000389709,.,.,0.0070755242994268615,1.0,SAMPLES=62;SNV=62;INDEL=2;STRATIFIED_FDR=1.0
CDH20,ENST00000262717,.,.,0.007066695830007413,1.0,SAMPLES=157;SNV=164;INDEL=0;STRATIFIED_FDR=1.0
TENM1,ENST00000422452,.,.,0.00705786754005206,1.0,SAMPLES=463;SNV=512;INDEL=7;STRATIFIED_FDR=1.0
ANKRD29,ENST00000592179,.,.,0.007031383746897914,1.0,SAMPLES=29;SNV=27;INDEL=2;STRATIFIED_FDR=1.0
NDUFB3,ENST00000237889,.,.,0.007031383746897914,1.0,SAMPLES=5;SNV=5;INDEL=0;STRATIFIED_FDR=1.0
CCDC114,ENST00000315396,.,.,0.007022556174726234,1.0,SAMPLES=67;SNV=67;INDEL=0;STRATIFIED_FDR=1.0
PTK6,ENST00000217185,.,.,0.007000488029276984,1.0,SAMPLES=38;SNV=38;INDEL=0;STRATIFIED_FDR=1.0
HMGN1,ENST00000380749,.,.,0.006991661085070235,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=1.0
TRIM3,ENST00000525074,.,.,0.006987247680243071,1.0,SAMPLES=77;SNV=77;INDEL=1;STRATIFIED_FDR=1.0
